Time (s),X (km),Y (km),Z (km),Vx (km/s),Vy (km/s),Vz (km/s),Event
1367.45718823153,2017.98663740384,-3593.99509150469,5021.59385221093,1.65906159266041,-5.93574637787188,-5.00254946925053,general_trajectory
1368.45718823153,2019.64423631548,-3599.9282322034,5016.58765382634,1.65613581057813,-5.93053355139315,-5.00984613611257,general_trajectory
1369.45718823153,2021.29890818561,-3605.85615567239,5011.57416226838,1.65320751036126,-5.92531191967758,-5.01713581396303,general_trajectory
1370.45718823154,2022.95065049829,-3611.7788531102,5006.55338453207,1.65027669639835,-5.92008149020305,-5.02441849077401,general_trajectory
1371.45718823154,2024.59946074196,-3617.69631572273,5001.5253276245,1.64734337308333,-5.91484227046478,-5.03169415452806,general_trajectory
1372.45718823154,2026.24533640947,-3623.60853472353,4996.48999856471,1.6444075448154,-5.90959426797515,-5.03896279321851,general_trajectory
1373.45718823154,2027.88827499808,-3629.5155013336,4991.44740438376,1.64146921599908,-5.90433749026376,-5.04622439484925,general_trajectory
1374.45718823154,2029.52827400942,-3635.41720678149,4986.3975521247,1.63852839104421,-5.89907194487745,-5.05347894743486,general_trajectory
1375.45718823153,2031.16533094959,-3641.31364230331,4981.34044884257,1.63558507436589,-5.89379763938025,-5.06072643900064,general_trajectory
1376.45718823154,2032.79944332906,-3647.20479914277,4976.27610160434,1.63263927038452,-5.88851458135335,-5.06796685758264,general_trajectory
1377.45718823154,2034.43060866274,-3653.09066855107,4971.20451748903,1.62969098352581,-5.8832227783952,-5.07520019122759,general_trajectory
1378.45718823154,2036.05882446996,-3658.97124178711,4966.12570358752,1.62674021822068,-5.87792223812133,-5.08242642799312,general_trajectory
1379.45718823154,2037.68408827451,-3664.84651011741,4961.03966700265,1.62378697890534,-5.87261296816447,-5.08964555594765,general_trajectory
1380.45718823154,2039.30639760458,-3670.71646481609,4955.94641484921,1.62083127002125,-5.86729497617447,-5.09685756317049,general_trajectory
1381.45718823154,2040.92574999285,-3676.58109716499,4950.84595425384,1.6178730960151,-5.86196826981829,-5.10406243775184,general_trajectory
1382.45718823154,2042.5421429764,-3682.44039845352,4945.73829235519,1.61491246133885,-5.8566328567801,-5.11126016779273,general_trajectory
1383.45718823154,2044.15557409679,-3688.29435997888,4940.62343630373,1.61194937044964,-5.8512887447611,-5.11845074140528,general_trajectory
1384.45718823154,2045.76604090004,-3694.14297304595,4935.50139326182,1.60898382780986,-5.84593594147958,-5.12563414671253,general_trajectory
1385.45718823154,2047.37354093664,-3699.98622896733,4930.37217040371,1.60601583788708,-5.84057445467095,-5.13281037184855,general_trajectory
1386.45718823154,2048.97807176155,-3705.82411906339,4925.23577491545,1.60304540515409,-5.83520429208766,-5.1399794049585,general_trajectory
1387.45718823154,2050.57963093418,-3711.65663466219,4920.09221399506,1.6000725340889,-5.82982546149928,-5.14714123419849,general_trajectory
1388.45718823154,2052.17821601845,-3717.48376709964,4914.94149485229,1.59709722917464,-5.82443797069238,-5.15429584773587,general_trajectory
1389.45718823154,2053.77382458274,-3723.30550771943,4909.78362470877,1.59411949489967,-5.81904182747056,-5.1614432337491,general_trajectory
1390.45718823154,2055.36645419995,-3729.12184787304,4904.61861079791,1.59113933575748,-5.81363703965447,-5.16858338042778,general_trajectory
1391.45718823155,2056.95610244747,-3734.93277891984,4899.44646036493,1.58815675624673,-5.80822361508171,-5.1757162759728,general_trajectory
